transaction_id,customer_id,age,income,transaction_amount,transaction_type,merchant_category,credit_score,account_balance,is_fraud
T01060,C0268,52,86155,639.85,Online Purchase,Fashion,516,40993.94,0
T01061,C0449,19,119186,950.47,POS Swipe,Electronics,619,41282.55,0
T01062,C0054,44,45372,2299.36,POS Swipe,Dining,698,3413.88,0
T01063,C0236,19,23642,3761.88,POS Swipe,Utilities,404,8625.92,0
T01064,C0389,52,149148,4528.17,ATM Withdrawal,Groceries,629,15624.92,0
T01065,C0478,35,48001,4177.69,POS Swipe,Groceries,346,16102.89,0
T01066,C0222,31,54064,988.45,Bank Transfer,Dining,613,32973.43,0
T01067,C0251,37,114826,2208.55,Online Purchase,Groceries,446,31194.33,0
T01068,C0313,35,34122,1001.06,ATM Withdrawal,Electronics,761,24780.03,0
T01069,C0401,27,44820,1326.04,Online Purchase,Groceries,785,10642.06,1
T01070,C0112,42,88431,2520.22,ATM Withdrawal,Travel,709,19160.98,0
T01071,C0255,19,75745,345.2,Bank Transfer,Travel,326,27225.34,0
T01072,C0303,42,70081,1094.78,ATM Withdrawal,Groceries,328,23452.47,0
T01073,C0407,50,90902,4677.21,ATM Withdrawal,Dining,570,6451.9,1
T01074,C0207,53,28711,2333.25,ATM Withdrawal,Travel,800,32510.57,0
T01075,C0229,48,105132,2229.71,Online Purchase,Utilities,552,3745.28,0
T01076,C0341,31,38793,77.76,POS Swipe,Travel,684,18971.91,0
T01077,C0398,18,28199,1240.76,Online Purchase,Groceries,359,35530.46,0
T01078,C0066,63,96253,4332.13,POS Swipe,Dining,406,1099.17,0
T01079,C0075,33,56191,827.32,Online Purchase,Fashion,519,28542.14,0
T01080,C0435,63,30211,2078.55,Bank Transfer,Dining,740,16792.6,0
T01081,C0103,69,131086,76.58,Bank Transfer,Dining,845,540.71,0
T01082,C0422,20,83069,2394.29,ATM Withdrawal,Dining,395,9600.13,0
T01083,C0192,52,108896,110.0,Bank Transfer,Utilities,388,47053.22,0
T01084,C0252,58,76746,4098.95,ATM Withdrawal,Electronics,530,26105.33,0
T01085,C0226,23,41542,4125.14,POS Swipe,Groceries,574,49861.64,0
T01086,C0294,42,51312,3939.77,Bank Transfer,Electronics,545,26288.36,0
T01087,C0306,30,65242,1420.4,POS Swipe,Fashion,410,27242.43,0
T01088,C0098,51,121971,4187.0,Online Purchase,Electronics,533,19652.97,0
T01089,C0338,25,113783,2717.28,POS Swipe,Groceries,577,15571.02,0
T01090,C0286,38,145681,1872.17,Online Purchase,Groceries,776,12652.12,0
T01091,C0335,51,107893,3128.52,POS Swipe,Fashion,716,17236.69,0
T01092,C0347,21,75388,66.64,POS Swipe,Groceries,427,23046.57,0
T01093,C0435,42,126581,719.09,Bank Transfer,Fashion,536,9680.4,0
T01094,C0447,32,47691,3712.76,POS Swipe,Fashion,427,11321.27,0
T01095,C0482,21,97960,1224.59,Bank Transfer,Groceries,693,13650.08,0
T01096,C0308,62,104388,2992.06,Bank Transfer,Travel,774,22518.07,0
T01097,C0249,29,42601,1928.59,ATM Withdrawal,Fashion,694,32675.39,0
T01098,C0166,49,138307,4274.75,ATM Withdrawal,Groceries,410,42821.69,0
T01099,C0481,49,38020,4762.31,Online Purchase,Travel,389,14427.88,1
T01100,C0472,45,28155,4418.41,POS Swipe,Fashion,579,9268.04,0
T01101,C0335,30,89119,1356.75,Online Purchase,Travel,632,19004.49,0
T01102,C0030,48,101051,974.84,POS Swipe,Utilities,523,44729.72,0
T01103,C0247,31,56777,2374.8,ATM Withdrawal,Dining,400,592.05,0
T01104,C0106,37,39710,41.63,ATM Withdrawal,Utilities,431,33925.64,0
T01105,C0051,35,128714,133.92,POS Swipe,Travel,312,23910.29,1
T01106,C0081,46,44532,2768.69,POS Swipe,Fashion,756,8136.21,0
T01107,C0133,23,148727,2604.64,ATM Withdrawal,Groceries,740,16118.97,0
T01108,C0285,49,38601,4972.94,ATM Withdrawal,Electronics,397,11325.01,0
T01109,C0388,46,83227,1013.2,Online Purchase,Groceries,419,43903.83,0
T01110,C0138,60,24967,1294.23,ATM Withdrawal,Electronics,592,24145.48,0
T01111,C0184,19,104289,572.14,POS Swipe,Electronics,300,28198.4,0
T01112,C0401,40,40022,4588.13,Online Purchase,Fashion,549,29725.01,0
T01113,C0330,36,63463,3890.17,POS Swipe,Travel,448,32016.89,1
T01114,C0273,48,94671,4112.58,Bank Transfer,Groceries,694,24828.23,0
T01115,C0340,68,25722,4514.31,Online Purchase,Travel,343,991.89,0
T01116,C0472,22,47413,2626.88,POS Swipe,Utilities,343,16802.66,0
T01117,C0069,36,112772,2258.71,ATM Withdrawal,Fashion,377,9275.27,0
T01118,C0034,51,101050,1655.31,Bank Transfer,Fashion,525,34039.13,0
T01119,C0262,27,129432,2948.13,POS Swipe,Utilities,461,2929.56,0
T01120,C0053,42,122748,2274.12,Online Purchase,Groceries,552,28233.79,0
T01121,C0450,19,125922,2260.57,POS Swipe,Dining,431,10610.52,0
T01122,C0205,28,105867,4684.95,Bank Transfer,Utilities,747,47447.41,0
T01123,C0126,67,103596,4920.24,Online Purchase,Groceries,773,16843.49,0
T01124,C0235,48,86732,3983.44,Bank Transfer,Electronics,408,16328.54,1
T01125,C0043,32,32297,3785.01,POS Swipe,Fashion,334,46176.89,0
T01126,C0240,26,88323,3404.39,ATM Withdrawal,Groceries,766,20925.66,0
T01127,C0459,40,43816,834.54,ATM Withdrawal,Travel,574,48146.83,0
T01128,C0371,36,144341,300.23,POS Swipe,Travel,486,1306.1,0
T01129,C0111,26,60695,3455.18,POS Swipe,Fashion,542,15386.59,0
T01130,C0249,52,39702,3645.29,POS Swipe,Utilities,563,33343.03,0
T01131,C0151,38,45242,239.63,Online Purchase,Dining,821,44553.76,0
T01132,C0183,26,75841,4640.62,Bank Transfer,Utilities,840,12894.64,1
T01133,C0336,45,148498,460.25,Bank Transfer,Groceries,386,46530.83,0
T01134,C0095,63,87712,1433.07,Bank Transfer,Utilities,834,29746.66,0
T01135,C0459,68,105663,3363.59,POS Swipe,Fashion,509,40070.31,0
T01136,C0374,24,127096,853.51,Bank Transfer,Groceries,345,19920.64,0
T01137,C0400,33,112764,281.8,POS Swipe,Electronics,766,10687.8,0
T01138,C0008,33,73574,1659.08,Online Purchase,Utilities,839,45570.65,0
T01139,C0388,50,105744,3831.03,ATM Withdrawal,Utilities,325,46663.48,0
T01140,C0360,21,48482,2071.33,POS Swipe,Dining,565,24929.0,0
T01141,C0388,21,29171,3266.6,POS Swipe,Groceries,474,424.1,0
T01142,C0184,56,120755,2900.2,ATM Withdrawal,Travel,815,5578.17,0
T01143,C0281,57,118932,115.98,ATM Withdrawal,Utilities,610,28694.1,0
T01144,C0195,34,128125,4942.76,Online Purchase,Fashion,621,1286.46,0
T01145,C0352,54,126082,211.93,Bank Transfer,Utilities,434,19905.91,1
T01146,C0195,56,23696,4839.17,POS Swipe,Dining,354,15238.16,1
T01147,C0155,69,146310,2751.57,Bank Transfer,Electronics,842,35745.98,0
T01148,C0093,46,40058,4815.98,POS Swipe,Dining,830,2873.38,0
T01149,C0160,69,40313,578.19,Online Purchase,Utilities,455,24487.69,1
T01150,C0434,53,39149,2454.59,ATM Withdrawal,Travel,446,28997.8,0
T01151,C0061,55,73521,851.67,Online Purchase,Utilities,784,30902.82,0
T01152,C0122,56,65740,259.62,ATM Withdrawal,Groceries,319,20317.37,0
T01153,C0051,67,126611,3089.56,Bank Transfer,Utilities,568,15287.95,0
T01154,C0403,54,24956,1042.88,Bank Transfer,Travel,632,34156.4,0
T01155,C0277,69,95731,2940.55,Online Purchase,Groceries,700,42393.7,0
T01156,C0005,52,102612,566.26,ATM Withdrawal,Fashion,605,34711.52,0
T01157,C0466,24,137850,1663.27,Online Purchase,Groceries,327,46611.91,0
T01158,C0092,44,86641,3909.25,ATM Withdrawal,Dining,766,35891.45,0
T01159,C0170,45,83811,2188.07,ATM Withdrawal,Electronics,559,38254.47,0
T01160,C0317,39,72160,3140.59,Bank Transfer,Dining,833,8478.37,0
T01161,C0022,31,71313,3239.05,Bank Transfer,Groceries,400,21035.03,0
T01162,C0405,24,83232,4219.56,ATM Withdrawal,Fashion,652,24304.26,0
T01163,C0326,54,35417,1627.99,ATM Withdrawal,Utilities,599,12889.03,0
T01164,C0001,39,44729,3438.04,ATM Withdrawal,Groceries,595,26474.14,1
T01165,C0133,22,132492,4808.27,Bank Transfer,Dining,652,14610.52,0
T01166,C0233,19,50099,3652.57,Bank Transfer,Groceries,429,34406.35,0
T01167,C0012,44,138387,2451.9,POS Swipe,Groceries,455,23567.39,1
T01168,C0346,38,118134,3155.43,ATM Withdrawal,Groceries,373,22994.47,1
T01169,C0046,55,49961,3699.72,POS Swipe,Fashion,641,49183.76,0
T01170,C0034,32,32602,3063.32,ATM Withdrawal,Travel,764,19683.0,0
T01171,C0433,38,138474,88.3,Bank Transfer,Travel,389,18178.54,1
T01172,C0078,27,29256,977.89,POS Swipe,Groceries,754,15998.36,0
T01173,C0218,40,106120,4053.29,POS Swipe,Fashion,631,44747.99,1
T01174,C0301,56,132516,1366.89,Online Purchase,Fashion,647,24886.52,0
T01175,C0411,22,54681,3659.15,ATM Withdrawal,Groceries,532,30040.72,0
T01176,C0073,18,111328,1863.74,Bank Transfer,Dining,401,9122.84,0
T01177,C0282,30,107440,2611.81,Online Purchase,Dining,780,27093.02,0
T01178,C0249,38,84789,344.53,Online Purchase,Electronics,513,13804.94,0
T01179,C0047,43,63361,910.22,ATM Withdrawal,Groceries,407,36558.78,0
T01180,C0121,67,84503,4786.2,Online Purchase,Electronics,464,41643.16,0
T01181,C0214,62,54540,4451.24,ATM Withdrawal,Dining,634,35769.05,0
T01182,C0239,38,46536,3263.11,Online Purchase,Dining,385,36539.18,0
T01183,C0056,35,104700,2300.92,ATM Withdrawal,Groceries,723,25672.49,0
T01184,C0350,54,83043,3380.43,Bank Transfer,Electronics,663,35634.69,0
T01185,C0107,62,98532,3094.96,ATM Withdrawal,Electronics,359,21192.08,0
T01186,C0319,49,76575,2844.92,ATM Withdrawal,Groceries,781,32609.31,0
T01187,C0048,53,147626,300.59,POS Swipe,Electronics,549,13026.06,0
T01188,C0061,34,22871,3165.85,Bank Transfer,Utilities,416,3580.87,1
T01189,C0337,52,66002,3845.76,Bank Transfer,Dining,844,20732.32,0
T01190,C0026,66,69812,4970.44,Bank Transfer,Travel,343,23142.73,1
T01191,C0292,28,42626,60.34,Online Purchase,Fashion,808,12894.72,0
T01192,C0257,38,79979,3652.22,POS Swipe,Electronics,464,36412.7,0
T01193,C0008,69,96057,2861.09,Bank Transfer,Electronics,667,3770.17,0
T01194,C0113,43,146834,2173.09,Online Purchase,Fashion,591,11215.14,0
T01195,C0355,21,128946,642.21,Online Purchase,Electronics,585,37453.38,0
T01196,C0253,51,86668,2048.38,Online Purchase,Fashion,503,21912.5,0
T01197,C0180,69,119003,1775.11,POS Swipe,Groceries,823,35293.65,0
T01198,C0207,65,100070,1517.64,Online Purchase,Utilities,420,28417.55,0
T01199,C0303,35,109390,3655.74,POS Swipe,Utilities,487,47540.57,1
T01200,C0127,57,62998,3505.12,ATM Withdrawal,Dining,312,29930.01,1
T01201,C0056,52,83814,2947.16,Online Purchase,Travel,499,841.96,1
T01202,C0214,58,124601,4693.63,Bank Transfer,Electronics,755,17708.58,0
T01203,C0014,46,65607,1752.52,Online Purchase,Travel,747,7238.73,0
T01204,C0474,69,27812,1222.79,ATM Withdrawal,Groceries,370,46239.22,0
T01205,C0028,46,81844,3281.24,ATM Withdrawal,Utilities,429,5290.22,0
T01206,C0471,55,90093,998.08,Online Purchase,Groceries,342,19446.56,0
T01207,C0078,59,22179,1578.48,ATM Withdrawal,Groceries,819,11382.35,0
T01208,C0216,38,63798,1126.89,POS Swipe,Electronics,312,42351.43,0
T01209,C0386,59,94601,350.42,POS Swipe,Groceries,834,15497.47,0
T01210,C0365,30,28275,4138.36,Online Purchase,Utilities,601,49595.48,0
T01211,C0154,66,70574,1276.43,POS Swipe,Travel,826,2026.97,0
T01212,C0014,58,67857,2367.77,POS Swipe,Utilities,414,6501.01,0
T01213,C0187,34,145555,221.36,Bank Transfer,Electronics,759,11309.47,0
T01214,C0312,26,121484,3498.2,Online Purchase,Utilities,804,40574.19,0
T01215,C0371,58,40700,1656.15,ATM Withdrawal,Fashion,607,43938.01,0
T01216,C0007,18,146855,3724.96,Online Purchase,Travel,624,3665.42,0
T01217,C0003,19,59464,2064.95,POS Swipe,Fashion,474,1719.76,1
T01218,C0111,65,62351,982.8,Bank Transfer,Fashion,813,37253.39,0
T01219,C0407,46,113330,2568.31,Online Purchase,Dining,471,6754.27,0
T01220,C0238,50,114319,656.87,Online Purchase,Electronics,801,6736.63,0
T01221,C0363,27,102534,2205.49,POS Swipe,Groceries,633,1216.09,0
T01222,C0239,67,33869,1589.94,POS Swipe,Fashion,583,2585.41,0
T01223,C0493,57,80315,4560.24,Online Purchase,Utilities,774,13257.41,1
T01224,C0274,38,130061,309.34,POS Swipe,Groceries,353,3343.77,0
T01225,C0294,45,113688,3471.62,POS Swipe,Utilities,757,18507.07,0
T01226,C0227,28,40954,917.84,POS Swipe,Utilities,719,41655.47,0
T01227,C0371,51,51555,1598.63,POS Swipe,Groceries,708,16383.38,0
T01228,C0015,25,83353,2080.49,POS Swipe,Groceries,603,36418.92,0
T01229,C0192,39,102190,4540.54,Bank Transfer,Utilities,521,4786.11,0
T01230,C0473,25,65026,1216.68,POS Swipe,Electronics,832,33002.82,0
T01231,C0119,66,120772,461.09,ATM Withdrawal,Travel,457,15905.68,0
T01232,C0485,32,66976,1596.85,Online Purchase,Dining,647,37512.67,0
T01233,C0028,34,100578,527.86,Bank Transfer,Travel,458,6898.98,0
T01234,C0202,40,111502,647.34,Bank Transfer,Electronics,534,44904.38,0
T01235,C0039,41,133943,2871.38,POS Swipe,Dining,704,12204.6,0
T01236,C0441,62,129850,309.21,Online Purchase,Groceries,556,17721.58,0
T01237,C0273,36,65095,159.5,ATM Withdrawal,Dining,346,47514.02,1
T01238,C0231,22,34270,3573.5,POS Swipe,Utilities,512,28966.27,0
T01239,C0086,49,50908,1811.43,Online Purchase,Travel,778,18352.0,0
T01240,C0474,61,35523,631.25,POS Swipe,Dining,786,47485.15,0
T01241,C0126,18,82433,1271.8,POS Swipe,Utilities,641,16520.96,0
T01242,C0300,40,67068,3212.22,POS Swipe,Electronics,823,4834.05,0
T01243,C0025,54,39991,1381.31,POS Swipe,Dining,802,49842.76,0
T01244,C0145,25,30775,2475.13,POS Swipe,Utilities,305,13465.46,1
T01245,C0013,30,97801,612.87,POS Swipe,Electronics,443,42577.77,0
T01246,C0212,25,104995,2942.53,POS Swipe,Groceries,560,8360.49,0
T01247,C0025,40,81250,1583.81,ATM Withdrawal,Electronics,531,36594.56,0
T01248,C0068,60,36673,3136.71,Bank Transfer,Electronics,569,26270.02,0
T01249,C0394,18,142808,4042.93,ATM Withdrawal,Travel,746,49047.24,0
T01250,C0067,62,47056,3060.17,POS Swipe,Utilities,521,27686.23,0
T01251,C0233,68,26614,1482.26,POS Swipe,Dining,351,1348.26,0
T01252,C0109,41,121556,1282.44,ATM Withdrawal,Travel,415,30233.51,0
T01253,C0146,52,27415,1640.47,ATM Withdrawal,Fashion,837,7351.29,0
T01254,C0111,41,108691,827.28,Bank Transfer,Electronics,840,39947.19,0
T01255,C0228,34,134966,909.95,ATM Withdrawal,Fashion,318,42842.75,0
T01256,C0111,22,63884,3954.5,Bank Transfer,Travel,691,24156.47,0
T01257,C0470,37,36964,1926.74,POS Swipe,Utilities,718,39182.75,0
T01258,C0034,38,57726,2182.8,Online Purchase,Travel,608,7341.03,0
T01259,C0111,57,143133,2972.28,Online Purchase,Utilities,485,24654.7,1
T01260,C0264,48,57044,2950.32,Online Purchase,Utilities,560,19757.82,1
T01261,C0424,63,77149,341.55,Online Purchase,Groceries,827,30604.74,1
T01262,C0369,53,57544,4158.55,POS Swipe,Electronics,572,2319.41,0
T01263,C0236,28,69976,890.75,Online Purchase,Travel,459,37630.93,0
T01264,C0083,69,52252,3616.74,ATM Withdrawal,Utilities,523,4048.55,0
T01265,C0042,32,23832,3864.49,ATM Withdrawal,Travel,555,32857.93,0
T01266,C0425,36,110811,3575.92,Online Purchase,Travel,479,1021.02,0
T01267,C0101,24,100437,2896.99,ATM Withdrawal,Utilities,319,41611.21,1
T01268,C0006,68,123749,77.97,Bank Transfer,Dining,767,8817.51,0
T01269,C0180,45,54148,1805.08,POS Swipe,Fashion,509,25823.32,1
T01270,C0282,68,81240,3026.17,Online Purchase,Electronics,812,13148.5,1
T01271,C0320,60,128169,1940.32,Online Purchase,Electronics,357,36160.1,0
T01272,C0226,22,145607,4318.08,POS Swipe,Dining,392,16135.42,0
T01273,C0443,22,108454,1547.47,ATM Withdrawal,Groceries,520,36258.0,0
T01274,C0440,47,132230,1471.21,POS Swipe,Dining,531,14315.07,0
T01275,C0315,49,148933,1333.66,POS Swipe,Groceries,663,37648.41,0
T01276,C0365,25,105076,1667.24,ATM Withdrawal,Groceries,673,1627.21,0
T01277,C0454,27,97116,2789.24,POS Swipe,Dining,755,14237.24,0
T01278,C0229,55,73459,3536.54,ATM Withdrawal,Electronics,387,24981.81,0
T01279,C0377,64,58402,3314.53,ATM Withdrawal,Fashion,319,2348.47,0
T01280,C0289,49,77727,4039.55,POS Swipe,Electronics,313,9383.1,0
T01281,C0437,65,58578,4430.14,Bank Transfer,Electronics,432,46733.4,0
T01282,C0150,45,110453,4081.31,ATM Withdrawal,Electronics,333,48844.03,0
T01283,C0277,34,42318,99.63,POS Swipe,Dining,507,37013.52,0
T01284,C0198,48,95715,3680.91,ATM Withdrawal,Dining,498,12684.78,0
T01285,C0070,25,97787,1045.96,Bank Transfer,Dining,454,13099.82,0
T01286,C0112,57,131435,668.98,Bank Transfer,Electronics,377,32324.94,0
T01287,C0004,42,105029,3194.25,Online Purchase,Fashion,471,5968.22,1
T01288,C0350,26,40466,1602.12,ATM Withdrawal,Groceries,588,47420.64,0
T01289,C0331,19,115742,290.3,ATM Withdrawal,Travel,844,11318.16,0
T01290,C0446,32,65475,692.46,POS Swipe,Groceries,719,49981.82,0
T01291,C0318,67,80142,9.64,ATM Withdrawal,Groceries,306,24837.12,0
T01292,C0350,20,105160,4516.6,Online Purchase,Travel,459,38594.36,0
T01293,C0095,66,46564,127.97,Bank Transfer,Electronics,539,208.99,0
T01294,C0152,53,42412,1051.23,Bank Transfer,Fashion,722,44448.45,0
T01295,C0311,21,113526,2084.23,Online Purchase,Fashion,835,13573.1,0
T01296,C0137,31,71001,1786.07,ATM Withdrawal,Groceries,369,33430.04,0
T01297,C0247,58,77649,4559.07,ATM Withdrawal,Travel,515,40337.13,0
T01298,C0387,58,80957,206.24,Online Purchase,Utilities,403,8290.97,0
T01299,C0243,42,55517,2563.51,POS Swipe,Electronics,353,22181.22,0
T01300,C0031,67,33156,3403.99,Bank Transfer,Groceries,629,24742.41,1
T01301,C0040,27,43064,4658.83,Online Purchase,Fashion,502,15674.76,1
T01302,C0229,38,45711,3103.75,Online Purchase,Dining,587,24139.62,0
T01303,C0036,53,50106,4019.76,ATM Withdrawal,Dining,344,15945.53,1
T01304,C0408,29,85458,423.21,Bank Transfer,Travel,497,18101.31,1
T01305,C0223,44,36589,1932.77,ATM Withdrawal,Travel,515,33499.63,0
T01306,C0006,57,109272,1872.87,Online Purchase,Groceries,780,31666.4,0
T01307,C0322,19,106511,4432.01,POS Swipe,Utilities,608,11690.06,0
T01308,C0468,30,121754,761.1,Bank Transfer,Fashion,734,44884.4,0
T01309,C0220,49,27214,763.67,Online Purchase,Groceries,631,43153.15,0
T01310,C0075,48,116117,1646.15,Online Purchase,Utilities,326,25503.26,0
T01311,C0004,33,105731,277.06,POS Swipe,Travel,465,21719.21,0
T01312,C0335,49,130118,916.38,Online Purchase,Dining,617,18905.11,0
T01313,C0134,49,146479,4826.22,Online Purchase,Electronics,573,35392.67,0
T01314,C0118,51,47127,2143.78,Bank Transfer,Dining,682,33616.14,0
T01315,C0369,28,25141,3161.94,Bank Transfer,Fashion,664,9889.41,0
T01316,C0094,27,48884,3631.93,Bank Transfer,Fashion,402,33605.76,0
T01317,C0486,32,110421,1837.97,ATM Withdrawal,Dining,802,12696.32,0
T01318,C0435,34,22708,740.4,POS Swipe,Dining,672,1026.06,0
T01319,C0062,57,38375,1036.87,Bank Transfer,Utilities,544,34990.51,0
T01320,C0441,35,35088,1569.77,ATM Withdrawal,Groceries,468,32275.2,0
T01321,C0194,26,77615,3182.16,ATM Withdrawal,Travel,717,20599.38,0
T01322,C0335,42,130138,1994.41,POS Swipe,Utilities,655,26331.73,0
T01323,C0203,57,65046,39.04,POS Swipe,Electronics,777,47363.74,0
T01324,C0392,31,30014,2619.42,Online Purchase,Dining,424,29800.49,0
T01325,C0026,42,84425,4607.96,ATM Withdrawal,Electronics,836,32928.41,0
T01326,C0435,67,23273,4061.33,Bank Transfer,Electronics,701,3289.17,0
T01327,C0173,39,67135,4126.93,POS Swipe,Utilities,816,8383.12,0
T01328,C0300,69,122842,3976.31,ATM Withdrawal,Travel,830,15117.52,1
T01329,C0133,47,50881,1622.04,Bank Transfer,Fashion,553,27015.03,0
T01330,C0326,37,117022,3827.14,ATM Withdrawal,Groceries,420,38851.89,0
T01331,C0410,38,98077,720.09,POS Swipe,Fashion,331,16129.92,0
T01332,C0118,61,28712,3290.29,Online Purchase,Travel,336,17883.48,1
T01333,C0324,49,94704,3209.63,ATM Withdrawal,Fashion,641,12881.93,0
T01334,C0275,68,72874,132.72,Bank Transfer,Dining,312,12805.01,0
T01335,C0212,63,89087,3940.91,POS Swipe,Dining,482,47448.31,0
T01336,C0225,66,32297,4516.72,Online Purchase,Utilities,564,31809.31,0
T01337,C0020,38,129269,1340.74,Bank Transfer,Electronics,387,7879.47,0
T01338,C0113,52,47128,4062.89,Bank Transfer,Travel,761,36140.2,0
T01339,C0140,49,88368,416.62,Bank Transfer,Travel,345,36128.86,1
T01340,C0047,47,114019,3001.84,ATM Withdrawal,Fashion,691,33356.86,0
T01341,C0001,56,107599,2430.81,POS Swipe,Utilities,418,6822.55,0
T01342,C0090,66,108499,2731.89,Bank Transfer,Fashion,830,20458.78,0
T01343,C0142,29,98958,4631.39,ATM Withdrawal,Fashion,746,5427.14,0
T01344,C0320,58,52920,4357.22,POS Swipe,Travel,345,40849.36,0
T01345,C0038,64,140442,3926.49,POS Swipe,Fashion,807,32793.09,0
T01346,C0293,35,31156,1372.12,ATM Withdrawal,Electronics,825,25409.48,0
T01347,C0382,38,31108,4559.53,ATM Withdrawal,Fashion,302,17216.47,1
T01348,C0139,30,51845,492.05,Bank Transfer,Electronics,327,9294.05,0
T01349,C0356,38,22800,4267.38,POS Swipe,Travel,680,5411.73,0
T01350,C0333,25,148832,1644.16,Online Purchase,Utilities,456,48465.11,1
T01351,C0491,63,123614,273.59,ATM Withdrawal,Dining,810,10062.47,0
T01352,C0259,57,62712,3348.44,POS Swipe,Electronics,632,3087.74,1
T01353,C0161,63,22610,1160.24,POS Swipe,Utilities,413,48087.17,0
T01354,C0390,24,97603,1221.64,Bank Transfer,Utilities,688,27492.69,0
T01355,C0178,40,53872,1533.71,Online Purchase,Electronics,786,39853.17,0
T01356,C0010,61,30728,323.11,Bank Transfer,Travel,549,2283.92,0
T01357,C0261,49,115102,889.75,Online Purchase,Groceries,614,28390.6,0
T01358,C0407,28,115319,30.67,Online Purchase,Utilities,538,19970.68,0
T01359,C0138,39,142049,2229.82,ATM Withdrawal,Utilities,533,38621.03,0
T01360,C0172,39,40583,425.86,POS Swipe,Travel,602,2017.44,0
T01361,C0386,60,105774,3414.85,POS Swipe,Travel,633,20144.36,0
T01362,C0013,42,27263,1181.94,POS Swipe,Fashion,412,39973.76,0
T01363,C0168,39,146374,4718.15,Online Purchase,Travel,661,26182.59,0
T01364,C0130,45,87450,4356.9,POS Swipe,Utilities,396,27546.93,0
T01365,C0084,46,109285,1450.76,ATM Withdrawal,Electronics,315,4948.52,0
T01366,C0321,30,39456,3917.16,Online Purchase,Groceries,675,6703.29,0
T01367,C0319,35,111118,4017.21,Online Purchase,Fashion,689,33882.28,1
T01368,C0101,19,85942,4932.88,Online Purchase,Electronics,516,33784.83,0
T01369,C0329,46,33689,2991.21,Online Purchase,Groceries,698,48957.26,0
T01370,C0273,38,52934,414.42,ATM Withdrawal,Groceries,559,35626.45,0
T01371,C0265,32,53276,3235.95,POS Swipe,Groceries,619,24712.85,0
T01372,C0459,69,136349,3126.77,ATM Withdrawal,Dining,495,42880.66,0
T01373,C0399,44,149336,3193.56,POS Swipe,Electronics,777,5313.2,0
T01374,C0408,67,121968,1539.19,ATM Withdrawal,Fashion,717,22519.86,0
T01375,C0038,48,39873,4299.1,Bank Transfer,Fashion,774,14426.74,0
T01376,C0419,32,33050,4797.56,Bank Transfer,Groceries,843,5321.43,0
T01377,C0094,68,86216,1092.47,Bank Transfer,Electronics,530,38198.75,0
T01378,C0095,40,104444,445.32,Bank Transfer,Dining,820,25588.52,0
T01379,C0305,41,104040,976.7,Online Purchase,Groceries,499,27882.76,0
T01380,C0069,61,41644,4103.66,Online Purchase,Travel,320,20621.63,0
T01381,C0318,30,82021,3384.84,ATM Withdrawal,Fashion,610,23070.83,0
T01382,C0444,39,57125,3182.06,ATM Withdrawal,Utilities,733,5889.27,0
T01383,C0236,60,86899,2011.96,Bank Transfer,Groceries,670,33678.6,0
T01384,C0434,54,62291,2891.25,POS Swipe,Travel,377,21679.12,1
T01385,C0334,50,55060,1542.83,Bank Transfer,Fashion,841,40856.7,0
T01386,C0373,20,21538,2388.61,ATM Withdrawal,Dining,584,9894.73,0
T01387,C0376,36,56176,3966.35,Bank Transfer,Electronics,439,10332.25,0
T01388,C0459,40,142430,4906.3,ATM Withdrawal,Fashion,581,32323.4,0
T01389,C0137,46,61520,4662.78,Bank Transfer,Electronics,557,42315.57,0
T01390,C0418,47,45675,4669.66,POS Swipe,Electronics,659,23662.67,0
T01391,C0076,56,38287,2014.11,Bank Transfer,Dining,739,36375.0,1
T01392,C0483,61,20174,2346.61,POS Swipe,Dining,569,49966.56,0
T01393,C0035,64,112268,3529.65,POS Swipe,Groceries,433,49514.26,1
T01394,C0001,42,54998,4611.35,ATM Withdrawal,Groceries,403,37242.41,0
T01395,C0296,54,122591,714.26,POS Swipe,Fashion,394,37005.37,0
T01396,C0320,64,73312,1524.69,Online Purchase,Dining,779,12456.18,0
T01397,C0406,25,32112,700.54,Online Purchase,Travel,540,41693.63,0
T01398,C0060,59,125410,3061.98,Online Purchase,Fashion,312,20314.6,0
T01399,C0320,33,95225,1534.97,ATM Withdrawal,Utilities,446,48103.5,0
T01400,C0349,25,64814,1633.91,Online Purchase,Electronics,394,4163.24,0
T01401,C0328,18,105091,359.23,ATM Withdrawal,Electronics,592,21848.43,0
T01402,C0267,61,70719,1752.23,ATM Withdrawal,Groceries,324,27836.44,0
T01403,C0361,22,149887,4313.17,Online Purchase,Travel,571,20317.29,0
T01404,C0229,20,53919,1169.2,POS Swipe,Dining,804,10607.9,0
T01405,C0270,18,93155,3477.46,Bank Transfer,Dining,465,29690.13,1
T01406,C0316,21,91569,3149.99,ATM Withdrawal,Groceries,386,37820.3,1
T01407,C0286,57,61328,4318.11,Online Purchase,Utilities,790,32277.45,1
T01408,C0291,52,90482,665.78,ATM Withdrawal,Fashion,440,11799.0,0
T01409,C0213,49,44618,4888.06,POS Swipe,Fashion,402,36607.24,1
T01410,C0165,59,54675,2915.23,POS Swipe,Travel,525,12919.2,0
T01411,C0005,51,121794,4977.39,Online Purchase,Groceries,593,8842.6,0
T01412,C0339,60,38919,4558.02,ATM Withdrawal,Groceries,605,34564.33,0
