rownames,year,species,species_latin,count,hours,count_per_hour,count_per_week,species_binary
2590,1937,American Coot,Fulica americana,0,,,,American Coot
16520,2007,American Coot,Fulica americana,119,214.0,0.5560747663551402,93.42056074766356,American Coot
1993,1934,American Coot,Fulica americana,1,,,,American Coot
5774,1953,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
17316,2011,American Coot,Fulica americana,106,227.95,0.4650142575126124,78.12239526211889,American Coot
16918,2009,American Coot,Fulica americana,54,194.0,0.2783505154639175,46.76288659793815,American Coot
16321,2006,American Coot,Fulica americana,167,223.0,0.7488789237668162,125.81165919282512,American Coot
10948,1979,American Coot,Fulica americana,19,171.0,0.1111111111111111,18.666666666666664,American Coot
7963,1964,American Coot,Fulica americana,10,204.0,0.0490196078431372,8.235294117647058,American Coot
2988,1939,American Coot,Fulica americana,0,81.0,0.0,0.0,American Coot
1993,1934,American Coot,Fulica americana,1,,,,American Coot
5575,1952,American Coot,Fulica americana,0,133.0,0.0,0.0,American Coot
6172,1955,American Coot,Fulica americana,0,125.0,0.0,0.0,American Coot
13137,1990,American Coot,Fulica americana,1,164.0,0.0060975609756097,1.024390243902439,American Coot
11744,1983,American Coot,Fulica americana,0,168.0,0.0,0.0,American Coot
2391,1936,American Coot,Fulica americana,0,,,,American Coot
10948,1979,American Coot,Fulica americana,19,171.0,0.1111111111111111,18.666666666666664,American Coot
4978,1949,American Coot,Fulica americana,0,,,,American Coot
5973,1954,American Coot,Fulica americana,1,133.0,0.0075187969924812,1.263157894736842,American Coot
8361,1966,American Coot,Fulica americana,29,159.0,0.1823899371069182,30.641509433962263,American Coot
17515,2012,American Coot,Fulica americana,105,194.55,0.5397070161912104,90.67077872012337,American Coot
8958,1969,American Coot,Fulica americana,0,208.0,0.0,0.0,American Coot
13734,1993,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
8361,1966,American Coot,Fulica americana,29,159.0,0.1823899371069182,30.641509433962263,American Coot
5774,1953,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
11147,1980,American Coot,Fulica americana,0,186.0,0.0,0.0,American Coot
17714,2013,American Coot,Fulica americana,53,182.2,0.2908891328210757,48.869374313940725,American Coot
7764,1963,American Coot,Fulica americana,2,213.0,0.0093896713615023,1.5774647887323945,American Coot
15923,2004,American Coot,Fulica americana,68,203.75,0.3337423312883436,56.06871165644172,American Coot
18311,2016,American Coot,Fulica americana,118,216.65,0.544657281329333,91.50242326332794,American Coot
7366,1961,American Coot,Fulica americana,0,223.0,0.0,0.0,American Coot
12739,1988,American Coot,Fulica americana,3,167.0,0.0179640718562874,3.0179640718562872,American Coot
14928,1999,American Coot,Fulica americana,31,139.0,0.2230215827338129,37.46762589928058,American Coot
5774,1953,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
15724,2003,American Coot,Fulica americana,107,248.75,0.4301507537688442,72.26532663316583,American Coot
10550,1977,American Coot,Fulica americana,3,157.0,0.019108280254777,3.210191082802548,American Coot
3586,1942,American Crow,Corvus brachyrhynchos,7,72.0,0.0972222222222222,16.333333333333336,American Crow
16719,2008,American Coot,Fulica americana,34,227.0,0.1497797356828193,25.162995594713657,American Coot
7565,1962,American Coot,Fulica americana,1,193.0,0.005181347150259,0.8704663212435234,American Coot
14132,1995,American Coot,Fulica americana,3,186.0,0.0161290322580645,2.7096774193548385,American Coot
17913,2014,American Coot,Fulica americana,186,179.25,1.0376569037656904,174.326359832636,American Coot
11545,1982,American Coot,Fulica americana,3,164.0,0.0182926829268292,3.073170731707317,American Coot
3784,1943,American Coot,Fulica americana,2,116.0,0.0172413793103448,2.8965517241379306,American Coot
12341,1986,American Coot,Fulica americana,7,182.0,0.0384615384615384,6.461538461538463,American Coot
7963,1964,American Coot,Fulica americana,10,204.0,0.0490196078431372,8.235294117647058,American Coot
17515,2012,American Coot,Fulica americana,105,194.55,0.5397070161912104,90.67077872012337,American Coot
16918,2009,American Coot,Fulica americana,54,194.0,0.2783505154639175,46.76288659793815,American Coot
15326,2001,American Coot,Fulica americana,156,153.5,1.01628664495114,170.73615635179152,American Coot
4978,1949,American Coot,Fulica americana,0,,,,American Coot
6172,1955,American Coot,Fulica americana,0,125.0,0.0,0.0,American Coot
15525,2002,American Coot,Fulica americana,121,228.3,0.5300043802014892,89.04073587385018,American Coot
4182,1945,American Coot,Fulica americana,0,,,,American Coot
11744,1983,American Coot,Fulica americana,0,168.0,0.0,0.0,American Coot
4580,1947,American Coot,Fulica americana,0,,,,American Coot
14331,1996,American Coot,Fulica americana,74,149.5,0.4949832775919732,83.1571906354515,American Coot
18112,2015,American Coot,Fulica americana,167,221.0,0.755656108597285,126.9502262443439,American Coot
7366,1961,American Coot,Fulica americana,0,223.0,0.0,0.0,American Coot
10749,1978,American Coot,Fulica americana,11,172.0,0.063953488372093,10.74418604651163,American Coot
3585,1942,American Coot,Fulica americana,0,72.0,0.0,0.0,American Coot
10550,1977,American Coot,Fulica americana,3,157.0,0.019108280254777,3.210191082802548,American Coot
3386,1941,American Coot,Fulica americana,0,,,,American Coot
1396,1931,American Coot,Fulica americana,2,,,,American Coot
12341,1986,American Coot,Fulica americana,7,182.0,0.0384615384615384,6.461538461538463,American Coot
998,1928,American Coot,Fulica americana,0,,,,American Coot
14729,1998,American Coot,Fulica americana,108,176.5,0.6118980169971672,102.79886685552408,American Coot
13933,1994,American Coot,Fulica americana,42,157.5,0.2666666666666666,44.8,American Coot
12142,1985,American Coot,Fulica americana,6,143.0,0.0419580419580419,7.048951048951048,American Coot
13336,1991,American Coot,Fulica americana,2,175.5,0.0113960113960113,1.9145299145299144,American Coot
14928,1999,American Coot,Fulica americana,31,139.0,0.2230215827338129,37.46762589928058,American Coot
17117,2010,American Coot,Fulica americana,46,226.25,0.2033149171270718,34.15690607734807,American Coot
6769,1958,American Coot,Fulica americana,0,169.0,0.0,0.0,American Coot
17117,2010,American Coot,Fulica americana,46,226.25,0.2033149171270718,34.15690607734807,American Coot
11346,1981,American Coot,Fulica americana,1,167.0,0.0059880239520958,1.005988023952096,American Coot
13734,1993,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
11147,1980,American Coot,Fulica americana,0,186.0,0.0,0.0,American Coot
202,1922,American Coot,Fulica americana,0,,,,American Coot
12938,1989,American Coot,Fulica americana,1,157.0,0.0063694267515923,1.070063694267516,American Coot
12142,1985,American Coot,Fulica americana,6,143.0,0.0419580419580419,7.048951048951048,American Coot
15326,2001,American Coot,Fulica americana,156,153.5,1.01628664495114,170.73615635179152,American Coot
11346,1981,American Coot,Fulica americana,1,167.0,0.0059880239520958,1.005988023952096,American Coot
7764,1963,American Coot,Fulica americana,2,213.0,0.0093896713615023,1.5774647887323945,American Coot
12142,1985,American Coot,Fulica americana,6,143.0,0.0419580419580419,7.048951048951048,American Coot
17714,2013,American Coot,Fulica americana,53,182.2,0.2908891328210757,48.869374313940725,American Coot
6968,1959,American Coot,Fulica americana,0,135.0,0.0,0.0,American Coot
12540,1987,American Coot,Fulica americana,6,166.5,0.036036036036036,6.0540540540540535,American Coot
12142,1985,American Coot,Fulica americana,6,143.0,0.0419580419580419,7.048951048951048,American Coot
11744,1983,American Coot,Fulica americana,0,168.0,0.0,0.0,American Coot
8361,1966,American Coot,Fulica americana,29,159.0,0.1823899371069182,30.641509433962263,American Coot
9356,1971,American Coot,Fulica americana,8,237.0,0.0337552742616033,5.670886075949366,American Coot
14729,1998,American Coot,Fulica americana,108,176.5,0.6118980169971672,102.79886685552408,American Coot
14530,1997,American Coot,Fulica americana,100,160.5,0.6230529595015576,104.67289719626169,American Coot
16719,2008,American Coot,Fulica americana,34,227.0,0.1497797356828193,25.162995594713657,American Coot
6172,1955,American Coot,Fulica americana,0,125.0,0.0,0.0,American Coot
17316,2011,American Coot,Fulica americana,106,227.95,0.4650142575126124,78.12239526211889,American Coot
3386,1941,American Coot,Fulica americana,0,,,,American Coot
13734,1993,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
13137,1990,American Coot,Fulica americana,1,164.0,0.0060975609756097,1.024390243902439,American Coot
3784,1943,American Coot,Fulica americana,2,116.0,0.0172413793103448,2.8965517241379306,American Coot
9157,1970,American Coot,Fulica americana,59,232.0,0.2543103448275862,42.72413793103448,American Coot
9555,1972,American Coot,Fulica americana,3,196.0,0.0153061224489795,2.571428571428571,American Coot
3386,1941,American Coot,Fulica americana,0,,,,American Coot
6371,1956,American Coot,Fulica americana,0,158.0,0.0,0.0,American Coot
11545,1982,American Coot,Fulica americana,3,164.0,0.0182926829268292,3.073170731707317,American Coot
15724,2003,American Coot,Fulica americana,107,248.75,0.4301507537688442,72.26532663316583,American Coot
14331,1996,American Coot,Fulica americana,74,149.5,0.4949832775919732,83.1571906354515,American Coot
3585,1942,American Coot,Fulica americana,0,72.0,0.0,0.0,American Coot
3983,1944,American Coot,Fulica americana,0,68.0,0.0,0.0,American Coot
12142,1985,American Coot,Fulica americana,6,143.0,0.0419580419580419,7.048951048951048,American Coot
600,1925,American Coot,Fulica americana,0,,,,American Coot
202,1922,American Coot,Fulica americana,0,,,,American Coot
10948,1979,American Coot,Fulica americana,19,171.0,0.1111111111111111,18.666666666666664,American Coot
3187,1940,American Coot,Fulica americana,1,67.0,0.0149253731343283,2.5074626865671643,American Coot
17117,2010,American Coot,Fulica americana,46,226.25,0.2033149171270718,34.15690607734807,American Coot
2192,1935,American Coot,Fulica americana,0,,,,American Coot
7963,1964,American Coot,Fulica americana,10,204.0,0.0490196078431372,8.235294117647058,American Coot
5177,1950,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
8361,1966,American Coot,Fulica americana,29,159.0,0.1823899371069182,30.641509433962263,American Coot
8958,1969,American Coot,Fulica americana,0,208.0,0.0,0.0,American Coot
3187,1940,American Coot,Fulica americana,1,67.0,0.0149253731343283,2.5074626865671643,American Coot
10351,1976,American Coot,Fulica americana,2,207.0,0.0096618357487922,1.623188405797101,American Coot
3386,1941,American Coot,Fulica americana,0,,,,American Coot
13734,1993,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
8958,1969,American Coot,Fulica americana,0,208.0,0.0,0.0,American Coot
14729,1998,American Coot,Fulica americana,108,176.5,0.6118980169971672,102.79886685552408,American Coot
1396,1931,American Coot,Fulica americana,2,,,,American Coot
3585,1942,American Coot,Fulica americana,0,72.0,0.0,0.0,American Coot
13336,1991,American Coot,Fulica americana,2,175.5,0.0113960113960113,1.9145299145299144,American Coot
10351,1976,American Coot,Fulica americana,2,207.0,0.0096618357487922,1.623188405797101,American Coot
1595,1932,American Coot,Fulica americana,0,,,,American Coot
14331,1996,American Coot,Fulica americana,74,149.5,0.4949832775919732,83.1571906354515,American Coot
14729,1998,American Coot,Fulica americana,108,176.5,0.6118980169971672,102.79886685552408,American Coot
13337,1991,American Crow,Corvus brachyrhynchos,5000,175.5,28.49002849002849,4786.324786324786,American Crow
3,1921,American Coot,Fulica americana,0,8.0,0.0,0.0,American Coot
11744,1983,American Coot,Fulica americana,0,168.0,0.0,0.0,American Coot
15326,2001,American Coot,Fulica americana,156,153.5,1.01628664495114,170.73615635179152,American Coot
7764,1963,American Coot,Fulica americana,2,213.0,0.0093896713615023,1.5774647887323945,American Coot
7764,1963,American Coot,Fulica americana,2,213.0,0.0093896713615023,1.5774647887323945,American Coot
17714,2013,American Coot,Fulica americana,53,182.2,0.2908891328210757,48.869374313940725,American Coot
3983,1944,American Coot,Fulica americana,0,68.0,0.0,0.0,American Coot
6172,1955,American Coot,Fulica americana,0,125.0,0.0,0.0,American Coot
14132,1995,American Coot,Fulica americana,3,186.0,0.0161290322580645,2.7096774193548385,American Coot
2988,1939,American Coot,Fulica americana,0,81.0,0.0,0.0,American Coot
17117,2010,American Coot,Fulica americana,46,226.25,0.2033149171270718,34.15690607734807,American Coot
15923,2004,American Coot,Fulica americana,68,203.75,0.3337423312883436,56.06871165644172,American Coot
11147,1980,American Coot,Fulica americana,0,186.0,0.0,0.0,American Coot
1993,1934,American Coot,Fulica americana,1,,,,American Coot
7764,1963,American Coot,Fulica americana,2,213.0,0.0093896713615023,1.5774647887323945,American Coot
5575,1952,American Coot,Fulica americana,0,133.0,0.0,0.0,American Coot
11545,1982,American Coot,Fulica americana,3,164.0,0.0182926829268292,3.073170731707317,American Coot
1993,1934,American Coot,Fulica americana,1,,,,American Coot
12540,1987,American Coot,Fulica americana,6,166.5,0.036036036036036,6.0540540540540535,American Coot
13336,1991,American Coot,Fulica americana,2,175.5,0.0113960113960113,1.9145299145299144,American Coot
1396,1931,American Coot,Fulica americana,2,,,,American Coot
9953,1974,American Coot,Fulica americana,21,199.0,0.1055276381909547,17.7286432160804,American Coot
11147,1980,American Coot,Fulica americana,0,186.0,0.0,0.0,American Coot
4580,1947,American Coot,Fulica americana,0,,,,American Coot
1197,1930,American Coot,Fulica americana,0,,,,American Coot
15724,2003,American Coot,Fulica americana,107,248.75,0.4301507537688442,72.26532663316583,American Coot
10550,1977,American Coot,Fulica americana,3,157.0,0.019108280254777,3.210191082802548,American Coot
13734,1993,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
401,1924,American Coot,Fulica americana,0,,,,American Coot
5177,1950,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
16719,2008,American Coot,Fulica americana,34,227.0,0.1497797356828193,25.162995594713657,American Coot
3187,1940,American Coot,Fulica americana,1,67.0,0.0149253731343283,2.5074626865671643,American Coot
18112,2015,American Coot,Fulica americana,167,221.0,0.755656108597285,126.9502262443439,American Coot
15525,2002,American Coot,Fulica americana,121,228.3,0.5300043802014892,89.04073587385018,American Coot
9157,1970,American Coot,Fulica americana,59,232.0,0.2543103448275862,42.72413793103448,American Coot
16918,2009,American Coot,Fulica americana,54,194.0,0.2783505154639175,46.76288659793815,American Coot
5774,1953,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
2590,1937,American Coot,Fulica americana,0,,,,American Coot
14331,1996,American Coot,Fulica americana,74,149.5,0.4949832775919732,83.1571906354515,American Coot
12540,1987,American Coot,Fulica americana,6,166.5,0.036036036036036,6.0540540540540535,American Coot
11147,1980,American Coot,Fulica americana,0,186.0,0.0,0.0,American Coot
9157,1970,American Coot,Fulica americana,59,232.0,0.2543103448275862,42.72413793103448,American Coot
7366,1961,American Coot,Fulica americana,0,223.0,0.0,0.0,American Coot
3983,1944,American Coot,Fulica americana,0,68.0,0.0,0.0,American Coot
11943,1984,American Coot,Fulica americana,17,178.0,0.095505617977528,16.044943820224717,American Coot
1197,1930,American Coot,Fulica americana,0,,,,American Coot
4182,1945,American Coot,Fulica americana,0,,,,American Coot
17316,2011,American Coot,Fulica americana,106,227.95,0.4650142575126124,78.12239526211889,American Coot
5973,1954,American Coot,Fulica americana,1,133.0,0.0075187969924812,1.263157894736842,American Coot
3585,1942,American Coot,Fulica americana,0,72.0,0.0,0.0,American Coot
9356,1971,American Coot,Fulica americana,8,237.0,0.0337552742616033,5.670886075949366,American Coot
13933,1994,American Coot,Fulica americana,42,157.5,0.2666666666666666,44.8,American Coot
13137,1990,American Coot,Fulica americana,1,164.0,0.0060975609756097,1.024390243902439,American Coot
10152,1975,American Coot,Fulica americana,51,166.0,0.3072289156626506,51.6144578313253,American Coot
9754,1973,American Coot,Fulica americana,2,172.0,0.0116279069767441,1.9534883720930236,American Coot
4580,1947,American Coot,Fulica americana,0,,,,American Coot
12142,1985,American Coot,Fulica americana,6,143.0,0.0419580419580419,7.048951048951048,American Coot
5376,1951,American Coot,Fulica americana,0,103.0,0.0,0.0,American Coot
3585,1942,American Coot,Fulica americana,0,72.0,0.0,0.0,American Coot
17117,2010,American Coot,Fulica americana,46,226.25,0.2033149171270718,34.15690607734807,American Coot
6371,1956,American Coot,Fulica americana,0,158.0,0.0,0.0,American Coot
6968,1959,American Coot,Fulica americana,0,135.0,0.0,0.0,American Coot
11147,1980,American Coot,Fulica americana,0,186.0,0.0,0.0,American Coot
8958,1969,American Coot,Fulica americana,0,208.0,0.0,0.0,American Coot
6968,1959,American Coot,Fulica americana,0,135.0,0.0,0.0,American Coot
4381,1946,American Coot,Fulica americana,1,101.0,0.0099009900990099,1.6633663366336635,American Coot
6172,1955,American Coot,Fulica americana,0,125.0,0.0,0.0,American Coot
18510,2017,American Coot,Fulica americana,38,198.75,0.1911949685534591,32.12075471698114,American Coot
13933,1994,American Coot,Fulica americana,42,157.5,0.2666666666666666,44.8,American Coot
2192,1935,American Coot,Fulica americana,0,,,,American Coot
14729,1998,American Coot,Fulica americana,108,176.5,0.6118980169971672,102.79886685552408,American Coot
4580,1947,American Coot,Fulica americana,0,,,,American Coot
2192,1935,American Coot,Fulica americana,0,,,,American Coot
5774,1953,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
13535,1992,American Coot,Fulica americana,0,167.0,0.0,0.0,American Coot
9953,1974,American Coot,Fulica americana,21,199.0,0.1055276381909547,17.7286432160804,American Coot
15127,2000,American Coot,Fulica americana,29,143.5,0.2020905923344947,33.951219512195124,American Coot
600,1925,American Coot,Fulica americana,0,,,,American Coot
401,1924,American Coot,Fulica americana,0,,,,American Coot
15127,2000,American Coot,Fulica americana,29,143.5,0.2020905923344947,33.951219512195124,American Coot
6371,1956,American Coot,Fulica americana,0,158.0,0.0,0.0,American Coot
3187,1940,American Coot,Fulica americana,1,67.0,0.0149253731343283,2.5074626865671643,American Coot
1595,1932,American Coot,Fulica americana,0,,,,American Coot
17714,2013,American Coot,Fulica americana,53,182.2,0.2908891328210757,48.869374313940725,American Coot
10351,1976,American Coot,Fulica americana,2,207.0,0.0096618357487922,1.623188405797101,American Coot
2590,1937,American Coot,Fulica americana,0,,,,American Coot
1595,1932,American Coot,Fulica americana,0,,,,American Coot
9754,1973,American Coot,Fulica americana,2,172.0,0.0116279069767441,1.9534883720930236,American Coot
6371,1956,American Coot,Fulica americana,0,158.0,0.0,0.0,American Coot
16122,2005,American Coot,Fulica americana,97,245.75,0.3947100712105799,66.31129196337741,American Coot
3983,1944,American Coot,Fulica americana,0,68.0,0.0,0.0,American Coot
15326,2001,American Coot,Fulica americana,156,153.5,1.01628664495114,170.73615635179152,American Coot
1794,1933,American Coot,Fulica americana,0,,,,American Coot
1197,1930,American Coot,Fulica americana,0,,,,American Coot
1396,1931,American Coot,Fulica americana,2,,,,American Coot
12540,1987,American Coot,Fulica americana,6,166.5,0.036036036036036,6.0540540540540535,American Coot
3,1921,American Coot,Fulica americana,0,8.0,0.0,0.0,American Coot
10152,1975,American Coot,Fulica americana,51,166.0,0.3072289156626506,51.6144578313253,American Coot
5376,1951,American Coot,Fulica americana,0,103.0,0.0,0.0,American Coot
16520,2007,American Coot,Fulica americana,119,214.0,0.5560747663551402,93.42056074766356,American Coot
11943,1984,American Coot,Fulica americana,17,178.0,0.095505617977528,16.044943820224717,American Coot
1595,1932,American Coot,Fulica americana,0,,,,American Coot
3386,1941,American Coot,Fulica americana,0,,,,American Coot
3784,1943,American Coot,Fulica americana,2,116.0,0.0172413793103448,2.8965517241379306,American Coot
5177,1950,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
13336,1991,American Coot,Fulica americana,2,175.5,0.0113960113960113,1.9145299145299144,American Coot
8759,1968,American Coot,Fulica americana,0,171.0,0.0,0.0,American Coot
1794,1933,American Coot,Fulica americana,0,,,,American Coot
3983,1944,American Coot,Fulica americana,0,68.0,0.0,0.0,American Coot
15326,2001,American Coot,Fulica americana,156,153.5,1.01628664495114,170.73615635179152,American Coot
15724,2003,American Coot,Fulica americana,107,248.75,0.4301507537688442,72.26532663316583,American Coot
10749,1978,American Coot,Fulica americana,11,172.0,0.063953488372093,10.74418604651163,American Coot
11346,1981,American Coot,Fulica americana,1,167.0,0.0059880239520958,1.005988023952096,American Coot
6371,1956,American Coot,Fulica americana,0,158.0,0.0,0.0,American Coot
4182,1945,American Coot,Fulica americana,0,,,,American Coot
1396,1931,American Coot,Fulica americana,2,,,,American Coot
9953,1974,American Coot,Fulica americana,21,199.0,0.1055276381909547,17.7286432160804,American Coot
11744,1983,American Coot,Fulica americana,0,168.0,0.0,0.0,American Coot
8162,1965,American Coot,Fulica americana,5,158.0,0.0316455696202531,5.316455696202532,American Coot
18510,2017,American Coot,Fulica americana,38,198.75,0.1911949685534591,32.12075471698114,American Coot
16520,2007,American Coot,Fulica americana,119,214.0,0.5560747663551402,93.42056074766356,American Coot
11545,1982,American Coot,Fulica americana,3,164.0,0.0182926829268292,3.073170731707317,American Coot
11147,1980,American Coot,Fulica americana,0,186.0,0.0,0.0,American Coot
2192,1935,American Coot,Fulica americana,0,,,,American Coot
11147,1980,American Coot,Fulica americana,0,186.0,0.0,0.0,American Coot
8958,1969,American Coot,Fulica americana,0,208.0,0.0,0.0,American Coot
4381,1946,American Coot,Fulica americana,1,101.0,0.0099009900990099,1.6633663366336635,American Coot
17714,2013,American Coot,Fulica americana,53,182.2,0.2908891328210757,48.869374313940725,American Coot
3983,1944,American Coot,Fulica americana,0,68.0,0.0,0.0,American Coot
13336,1991,American Coot,Fulica americana,2,175.5,0.0113960113960113,1.9145299145299144,American Coot
8162,1965,American Coot,Fulica americana,5,158.0,0.0316455696202531,5.316455696202532,American Coot
16520,2007,American Coot,Fulica americana,119,214.0,0.5560747663551402,93.42056074766356,American Coot
8361,1966,American Coot,Fulica americana,29,159.0,0.1823899371069182,30.641509433962263,American Coot
17316,2011,American Coot,Fulica americana,106,227.95,0.4650142575126124,78.12239526211889,American Coot
9953,1974,American Coot,Fulica americana,21,199.0,0.1055276381909547,17.7286432160804,American Coot
2988,1939,American Coot,Fulica americana,0,81.0,0.0,0.0,American Coot
13137,1990,American Coot,Fulica americana,1,164.0,0.0060975609756097,1.024390243902439,American Coot
1993,1934,American Coot,Fulica americana,1,,,,American Coot
3983,1944,American Coot,Fulica americana,0,68.0,0.0,0.0,American Coot
10351,1976,American Coot,Fulica americana,2,207.0,0.0096618357487922,1.623188405797101,American Coot
6172,1955,American Coot,Fulica americana,0,125.0,0.0,0.0,American Coot
15724,2003,American Coot,Fulica americana,107,248.75,0.4301507537688442,72.26532663316583,American Coot
401,1924,American Coot,Fulica americana,0,,,,American Coot
13933,1994,American Coot,Fulica americana,42,157.5,0.2666666666666666,44.8,American Coot
600,1925,American Coot,Fulica americana,0,,,,American Coot
1197,1930,American Coot,Fulica americana,0,,,,American Coot
12341,1986,American Coot,Fulica americana,7,182.0,0.0384615384615384,6.461538461538463,American Coot
12938,1989,American Coot,Fulica americana,1,157.0,0.0063694267515923,1.070063694267516,American Coot
16122,2005,American Coot,Fulica americana,97,245.75,0.3947100712105799,66.31129196337741,American Coot
16719,2008,American Coot,Fulica americana,34,227.0,0.1497797356828193,25.162995594713657,American Coot
11346,1981,American Coot,Fulica americana,1,167.0,0.0059880239520958,1.005988023952096,American Coot
1197,1930,American Coot,Fulica americana,0,,,,American Coot
3187,1940,American Coot,Fulica americana,1,67.0,0.0149253731343283,2.5074626865671643,American Coot
15525,2002,American Coot,Fulica americana,121,228.3,0.5300043802014892,89.04073587385018,American Coot
10152,1975,American Coot,Fulica americana,51,166.0,0.3072289156626506,51.6144578313253,American Coot
1397,1931,American Crow,Corvus brachyrhynchos,1,,,,American Crow
9754,1973,American Coot,Fulica americana,2,172.0,0.0116279069767441,1.9534883720930236,American Coot
9555,1972,American Coot,Fulica americana,3,196.0,0.0153061224489795,2.571428571428571,American Coot
6570,1957,American Coot,Fulica americana,0,193.0,0.0,0.0,American Coot
7565,1962,American Coot,Fulica americana,1,193.0,0.005181347150259,0.8704663212435234,American Coot
7167,1960,American Coot,Fulica americana,0,178.0,0.0,0.0,American Coot
1396,1931,American Coot,Fulica americana,2,,,,American Coot
6769,1958,American Coot,Fulica americana,0,169.0,0.0,0.0,American Coot
14530,1997,American Coot,Fulica americana,100,160.5,0.6230529595015576,104.67289719626169,American Coot
8361,1966,American Coot,Fulica americana,29,159.0,0.1823899371069182,30.641509433962263,American Coot
600,1925,American Coot,Fulica americana,0,,,,American Coot
14729,1998,American Coot,Fulica americana,108,176.5,0.6118980169971672,102.79886685552408,American Coot
2391,1936,American Coot,Fulica americana,0,,,,American Coot
6769,1958,American Coot,Fulica americana,0,169.0,0.0,0.0,American Coot
13734,1993,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
10351,1976,American Coot,Fulica americana,2,207.0,0.0096618357487922,1.623188405797101,American Coot
15326,2001,American Coot,Fulica americana,156,153.5,1.01628664495114,170.73615635179152,American Coot
13734,1993,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
5973,1954,American Coot,Fulica americana,1,133.0,0.0075187969924812,1.263157894736842,American Coot
7565,1962,American Coot,Fulica americana,1,193.0,0.005181347150259,0.8704663212435234,American Coot
13137,1990,American Coot,Fulica americana,1,164.0,0.0060975609756097,1.024390243902439,American Coot
1794,1933,American Coot,Fulica americana,0,,,,American Coot
3,1921,American Coot,Fulica americana,0,8.0,0.0,0.0,American Coot
5177,1950,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
16520,2007,American Coot,Fulica americana,119,214.0,0.5560747663551402,93.42056074766356,American Coot
4779,1948,American Coot,Fulica americana,3,,,,American Coot
7963,1964,American Coot,Fulica americana,10,204.0,0.0490196078431372,8.235294117647058,American Coot
8361,1966,American Coot,Fulica americana,29,159.0,0.1823899371069182,30.641509433962263,American Coot
14928,1999,American Coot,Fulica americana,31,139.0,0.2230215827338129,37.46762589928058,American Coot
13734,1993,American Coot,Fulica americana,0,134.0,0.0,0.0,American Coot
17316,2011,American Coot,Fulica americana,106,227.95,0.4650142575126124,78.12239526211889,American Coot
8361,1966,American Coot,Fulica americana,29,159.0,0.1823899371069182,30.641509433962263,American Coot
7963,1964,American Coot,Fulica americana,10,204.0,0.0490196078431372,8.235294117647058,American Coot
17714,2013,American Coot,Fulica americana,53,182.2,0.2908891328210757,48.869374313940725,American Coot
13535,1992,American Coot,Fulica americana,0,167.0,0.0,0.0,American Coot
2192,1935,American Coot,Fulica americana,0,,,,American Coot
12540,1987,American Coot,Fulica americana,6,166.5,0.036036036036036,6.0540540540540535,American Coot
15525,2002,American Coot,Fulica americana,121,228.3,0.5300043802014892,89.04073587385018,American Coot
15127,2000,American Coot,Fulica americana,29,143.5,0.2020905923344947,33.951219512195124,American Coot
401,1924,American Coot,Fulica americana,0,,,,American Coot
14132,1995,American Coot,Fulica americana,3,186.0,0.0161290322580645,2.7096774193548385,American Coot
3784,1943,American Coot,Fulica americana,2,116.0,0.0172413793103448,2.8965517241379306,American Coot
11545,1982,American Coot,Fulica americana,3,164.0,0.0182926829268292,3.073170731707317,American Coot
14331,1996,American Coot,Fulica americana,74,149.5,0.4949832775919732,83.1571906354515,American Coot
14729,1998,American Coot,Fulica americana,108,176.5,0.6118980169971672,102.79886685552408,American Coot
14132,1995,American Coot,Fulica americana,3,186.0,0.0161290322580645,2.7096774193548385,American Coot
202,1922,American Coot,Fulica americana,0,,,,American Coot
12938,1989,American Coot,Fulica americana,1,157.0,0.0063694267515923,1.070063694267516,American Coot
8162,1965,American Coot,Fulica americana,5,158.0,0.0316455696202531,5.316455696202532,American Coot
3983,1944,American Coot,Fulica americana,0,68.0,0.0,0.0,American Coot
15326,2001,American Coot,Fulica americana,156,153.5,1.01628664495114,170.73615635179152,American Coot
3386,1941,American Coot,Fulica americana,0,,,,American Coot
4978,1949,American Coot,Fulica americana,0,,,,American Coot
12142,1985,American Coot,Fulica americana,6,143.0,0.0419580419580419,7.048951048951048,American Coot
9555,1972,American Coot,Fulica americana,3,196.0,0.0153061224489795,2.571428571428571,American Coot
3983,1944,American Coot,Fulica americana,0,68.0,0.0,0.0,American Coot
7366,1961,American Coot,Fulica americana,0,223.0,0.0,0.0,American Coot
11147,1980,American Coot,Fulica americana,0,186.0,0.0,0.0,American Coot
